limits_GIS,limits_AMOC,limits_WAIS,limits_Amazonas,limits_NINO,limits_REEF,limits_WAM,limits_AWSI,limits_PERM,GIS_time,AMOC_time,WAIS_time,NINO_time,Amazonas_time,REEF_time,WAM_time,AWSI_time,PERM_time
0.8242200158889851,3.107411151041968,1.9797483650516585,3.0234526908773693,4.585749546686106,1.8264154586006718,3.208466145823241,7.219142519546056,5.136054023267391,4826.905188719323,233.242635353235,7730.071498429283,182.25851420848392,88.15015607402837,10.416668828785527,481.68641502859384,38.758283163201995,127.07997829553302
2.0042031055651153,3.6865072153247596,1.154024269749849,3.278979060672601,4.282326578489796,1.699721584646938,2.9572919892184073,8.61533725852114,4.768535703758605,7162.231434520641,199.94461856189895,2969.7756215954646,93.42969780674598,53.59331972349445,10.90972645699457,166.00271206016888,88.9274304643128,41.548838285553664
2.1655625983382594,6.091632885211718,1.1993412646144428,5.786112971948027,4.076958937084594,1.2671247609028429,3.0682178492242027,5.524028111173582,5.728913222559609,11936.601140916555,19.9198305972661,11063.654826272215,45.42285565590224,171.19991570980156,10.003049648011451,271.23982106418487,77.59575315861927,260.60005767084937
1.7081423507302487,3.3326656402450405,1.4750947886437407,4.099225265895311,4.489129740410061,1.5260937425765133,3.0940416344160075,5.890396517821425,3.148216238321104,5017.457615661469,268.67604353593583,3834.037171818729,87.97208470070788,177.65163027909168,10.999450732137078,255.23135133256014,73.24057107932076,62.53073604767293
1.3320599118292777,2.547559889582414,2.291133106780741,5.775404254064908,4.861248436335797,1.415145796334019,2.4648675534831055,5.252523970007038,4.833190946234941,8778.52857452499,114.6229241580185,6643.680500784363,170.42311499975006,82.76088764213046,10.69215528858204,309.7776761309198,53.031934026981176,225.99899736029226
1.7789675506113483,5.105753415336249,1.6918415443099322,4.5758716973757565,4.674132958426053,1.921422664952073,2.5202370919844386,7.556014821559279,3.1148333079889716,12888.23845445284,264.0481128779502,10123.9584915491,92.96215101559329,144.8154969134507,10.563032873966641,79.04112904481089,44.64731065587376,206.51487582657685
2.4730134199593072,6.432829188828245,1.3692001490890426,2.7034187432657473,5.2118614447577745,1.1795413032149917,2.4727831606463218,4.548453294498095,3.605609327624676,3185.02698015792,139.91355496513364,11298.790671709457,59.51684325123444,192.54957701985938,10.885703289801624,22.3932792117029,49.749692502722,54.41975095460613
1.2117920360427357,7.137273685507628,1.1607053024841798,5.411394366189768,3.322291170616875,1.7775034254141548,2.183079193726243,5.310272643332825,5.407775628954412,2938.338055978248,137.11969761185122,12293.633061494851,127.38550872843626,63.54346564162046,10.535978818052639,200.2522128805435,39.56876135565903,268.20052201805004
1.5529406827388517,2.1626728864653684,1.3017278146968216,5.7069405451374084,3.4635642166750373,1.9517090964042252,3.456131935900802,7.346086762367363,4.10380170385266,12483.353951198804,70.27744296234555,8580.408107722043,154.76190483384568,189.43559883695536,10.281782041161854,261.58256082081834,80.94422851519825,78.55220652253092
2.2955612801128256,5.2679574112693,1.0927927069736212,3.34429672320309,4.545594070179147,1.7211641972291112,2.098516205839944,8.644799158861334,5.208778787298712,3500.1877906532122,78.3620225591918,12644.75323163873,60.28972013043852,197.03652905538257,10.440144474567642,130.50836734016067,95.77120140065765,128.15883092525132
1.9276098251830305,4.683494896644751,2.3968942503031645,2.25022823296686,4.133395177446701,1.8827821443262107,2.137583018952144,4.751631223788129,5.904938610348294,4081.3532932267094,175.71791211886338,8382.847299534063,74.66979081312951,132.98129604521847,10.877513456400386,36.15680175036226,70.49644514665408,267.10741174591425
1.7188114149514937,1.8473532704421394,2.98188088910874,4.896930835567496,4.912733667634942,1.700632945370034,2.488347354722269,7.811642522843595,4.091950997433759,14824.766751102272,64.68214524720712,6610.7582198563505,169.36345529311822,139.9337377059128,10.2286321501451,497.0043911884311,56.304194408788426,74.79695746679545
1.0547228264812099,2.411998987755068,2.1626626919113314,2.3966138490864783,5.1386759886342865,1.1314450908581382,2.5679326679708923,8.072602326408335,4.73937980579632,9842.18659881868,32.181188461384664,7571.014709099989,185.75322846595137,70.09926743958515,10.215765276155265,197.2598798368913,54.42677959651603,12.420514390616596
2.409835373959104,7.8436803549543495,1.408365700183217,3.284126230524043,4.964217185214606,1.5713795521675138,2.846531358590643,7.864693552249786,5.030170023698345,10538.96901881329,18.910567579675035,4855.011010803217,115.19401647878969,127.74547858845175,10.293975796978264,341.94540380030514,48.34952370563226,186.37138023074104
2.3817025865689496,5.735324759917107,1.924771615862111,5.024916882022851,3.0319358035662938,1.5661656709280662,3.1857603513086277,6.546018120982044,3.719836903871636,9072.895054517403,237.39523346667798,11937.954808978848,146.01958979847205,178.79974838275507,10.77136036886591,142.83697148693477,43.69939758594471,89.10500366307934
1.536247971573604,6.342037926665279,2.7381308853214956,3.6074537130224082,3.2388485872030555,1.8369341128046273,3.3254818219198743,5.738600230752179,4.600287650008521,11886.050740613324,209.51439210577993,4718.673698659158,164.4527830105919,119.92181313353973,10.020922757172427,479.7966775022785,13.889359899863818,53.04304632734677
1.7858007303033987,2.7018742193728857,1.3858767002465384,5.7333371645866995,4.379941071259456,1.1566789617359845,3.258684279761318,7.6318711110102235,5.681938901415698,8096.965498255364,178.94919112717568,10762.403822395101,138.707417024926,75.36001793945312,10.957426642696605,124.88379825142694,32.22417200864351,232.0583036608838
1.078999897465907,5.628254226180996,2.9620665110499553,5.3346098276774905,4.968011500147651,1.6441868083675577,2.2449490176059568,7.701152293229788,5.024384027127811,7767.833455325053,55.15379854281888,8150.024379142294,71.60872843146535,123.40398891122189,10.15118363580797,361.14741329556375,87.70286702551519,123.53894602936514
2.613424038015519,7.021145585933418,1.315267165511952,4.344400925868838,5.718937796491586,1.1263930981191799,2.219408571297616,7.1319756879575245,4.18188152947882,2578.0816474324247,22.487248022638212,6701.144353461207,82.131600872329,56.878576439913545,10.062390476499893,242.31744047726212,63.31297618983216,288.90367325097725
2.122791222656108,4.7871243539815005,2.0822821601642287,5.000687245165874,4.993967728037617,1.1628489927906864,2.340124066714982,5.7579220859786,5.242530477292263,9291.49448577812,85.49488703572185,12234.51361484775,35.174517900267716,165.80534492399724,10.89813473793672,389.49998512569806,72.9841003967346,103.77459595519555
1.1493183388293824,4.430752943919892,1.4533199073256768,2.7705537196977454,4.471739033665115,1.5212202947450475,3.167305439916056,6.253484310416473,5.05640224003343,5690.543130639399,295.05785221132686,3910.6592914677444,188.0084719937815,160.40922667169332,10.0158142340138,155.62788984264557,37.498135378115876,63.71965382980493
1.2419947212259317,3.1456420869413897,2.3004227084726168,4.46818097584471,3.711965604474586,1.1365476463979303,2.148384472775175,7.761209436083016,3.7695765262914094,12079.672071967072,82.48311468202799,6024.83834408844,35.53165763499193,162.74046633725163,10.212167766376806,325.8854944819634,59.7163702426584,283.55550954676556
1.0642966039968274,5.169727158428103,2.3170433543826343,5.645624342686041,4.063900714658691,1.3178388436053976,2.057357286414551,6.503468583025047,4.391675663590408,2505.6000413405673,276.88858082473877,2841.439597179879,163.5289909949112,164.47320234301733,10.38024664307162,307.34257463576154,21.96412814365494,226.29756363297102
1.692650021455329,7.461038304163662,1.5912311339065939,5.660735337000916,3.942677083089407,1.6767115622832602,2.8371320727593368,8.098734646782647,4.2338072538289255,9539.674529941796,245.9035371495277,9277.547135019478,147.42312020973293,112.36072378474614,10.156952996641975,246.95088707723178,36.57389616935354,57.02041348560514
1.1386843503121002,1.6359192415096762,1.0101410793860484,2.3682736174499897,5.600990191074061,1.8769757831744216,3.240134003109598,8.520993370342737,4.9406396938951405,1631.0984693844357,72.95576678987416,1165.9992966980733,113.97542011215326,59.55006028959793,10.328563214235913,101.65491314682217,67.23414499290953,174.5137683562602
2.9332877620020206,1.586654349127008,2.4759800816735282,4.70329758944542,5.670634531637209,1.6250292828480861,2.27982655083038,6.0362488739384865,5.188528056631068,5178.999666692086,280.99563670177855,10248.384772269688,152.0743172767231,143.38305269290424,10.092606721696052,486.13730194994616,40.515753110881484,38.90767086912717
2.247766997001427,2.044131854455742,1.5465308799649042,2.995399803324947,3.590600217986765,1.2228384559088423,2.2983178876691124,7.602548490333229,5.63460248417865,11063.397217288557,250.12932494996565,6090.678222167025,109.23448985122465,99.36275825564535,10.945040454677342,259.08375886619996,19.451137001607357,295.38119559303635
2.638370679429313,5.4173135275344375,1.812819367661831,3.3894037711976504,4.037469215417797,1.785788730436836,2.402510404017621,7.0568893747494865,3.36000163626458,13412.130623879739,225.13756417823015,1067.3918341178723,158.23299215828752,154.30164147626041,10.237839116901611,274.6237639193499,55.45282924887461,214.81542804648055
1.9985889687967497,4.073016249415243,2.5966230211440724,5.939555353571857,5.875508241537344,1.288914320902166,3.0786449579128186,7.842175477229285,5.318897445287023,10325.801445428466,96.84352623443671,7750.9459067257,140.4971889322689,129.89305602683334,10.057108067512535,321.7194978620739,62.763165865847256,149.84332008988153
